Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;Kantonskürzel;E;N
Niederrickenbach;6383;2;Oberdorf (NW);NW;675951;198328
Niederrickenbach;6383;1;Wolfenschiessen;NW;676647;195940
Niederried b. Interlaken;3853;0;Niederried bei Interlaken;BE;637162;174975
Niederried b. Kallnach;3283;2;Niederried bei Kallnach;BE;583969;205357
Niederrohrdorf;5443;0;Niederrohrdorf;AG;665135;252800
Niederscherli;3145;0;Köniz;BE;596610;192695
Niederstetten;9249;1;Uzwil;SG;723969;257093
Niederstocken;3632;2;Niederstocken;BE;610251;172369
Niederteufen;9052;0;Teufen (AR);AR;745181;250710
Niederurnen;8867;0;Glarus Nord;GL;720408;220993
Niederuzwil;9244;0;Uzwil;SG;728615;256243
Niederwald;3989;4;Niederwald;VS;658318;142510
Niederwangen b. Bern;3172;0;Köniz;BE;595394;196780
Niederweningen;8166;0;Niederweningen;ZH;670526;261102
Niederwil AG;5524;0;Niederwil (AG);AG;664461;247427
Niederwil SG;9203;0;Oberbüren;SG;732873;254784
Niederwil SO;4523;0;Riedholz;SO;609895;233057
Niederönz;3362;0;Niederönz;BE;618618;226403
Niederösch;3424;0;Niederösch;BE;613825;218182
Nierlet-les-Bois;1772;1;Ponthaux;FR;570964;185181
Niouc;3960;4;Anniviers;VS;609476;124296
Niva (Vallemaggia);6683;2;Campo (Vallemaggia);TI;684464;126015
Nivo;6746;2;Chironico;TI;707858;143790
Nods;2518;0;Nods;BE;571209;219033
Noflen BE;3116;3;Noflen;BE;607859;183394
Nohl;8212;4;Laufen-Uhwiesen;ZH;688008;279837
Noiraigue;2103;0;Val-de-Travers;NE;545380;199688
Noréaz;1757;0;Noréaz;FR;569454;183474
Nottwil;6207;0;Nottwil;LU;653046;219889
Novaggio;6986;0;Novaggio;TI;708890;97438
Novalles;1431;2;Novalles;VD;535466;187197
Novazzano;6883;0;Novazzano;TI;719757;77880
Noville;1845;0;Noville;VD;558062;136573
Noës;3976;0;Sierre;VS;605085;125059
Nufenen;7437;0;Nufenen;GR;738100;156616
Nuglar;4412;0;Nuglar-St. Pantaleon;SO;619203;257665
Nunningen;4208;0;Nunningen;SO;613182;250001
Nussbaumen AG;5415;0;Obersiggenthal;AG;664580;260863
Nussbaumen TG;8537;0;Hüttwilen;TG;704594;275791
Nusshof;4453;0;Nusshof;BL;627294;260168
Nuvilly;1485;0;Nuvilly;FR;554027;181850
Nyon;1260;0;Nyon;VD;506786;137563
Näfels;8752;0;Glarus Nord;GL;719385;215759
Nänikon;8606;0;Uster;ZH;694670;247734
Némiaz (Chamoson);1955;3;Chamoson;VS;583581;118237
Nürensdorf;8309;0;Nürensdorf;ZH;691439;256727
Obbürgen;6363;0;Stansstad;NW;670852;204145
Oberaach;8587;0;Amriswil;TG;738149;269079
Oberarth;6414;0;Arth;SZ;683489;212147
Oberbalm;3096;0;Oberbalm;BE;597862;190424
Oberbalmberg;4524;3;Balm bei Günsberg;SO;607611;234836
Oberbipp;4538;0;Oberbipp;BE;617806;233557
Oberbuchsiten;4625;0;Oberbuchsiten;SO;624290;240243
Oberburg;3414;0;Oberburg;BE;613007;207795
Oberbussnang;9565;2;Bussnang;TG;724495;267283
Oberbözberg;5225;0;Oberbözberg;AG;653835;261484
Oberbüren;9245;0;Oberbüren;SG;730420;256722
Oberbütschel;3088;2;Rüeggisberg;BE;601490;187637
Oberdiessbach;3672;0;Oberdiessbach;BE;614542;187803
Oberdorf BL;4436;0;Oberdorf (BL);BL;623545;249076
Oberdorf NW;6370;41;Oberdorf (NW);NW;672368;200481
Oberdorf SO;4515;0;Oberdorf (SO);SO;604420;231302
Oberegg;9413;0;Oberegg;AI;761434;255151
Oberegg;9413;0;Oberegg;AI;759169;253506
Oberembrach;8425;0;Oberembrach;ZH;690055;260568
Oberems;3948;1;Turtmann;VS;620472;111922
Oberengstringen;8102;0;Oberengstringen;ZH;677464;251674
Oberentfelden;5036;0;Oberentfelden;AG;645404;244987
Oberflachs;5108;0;Oberflachs;AG;651657;254306
Oberfrittenbach;3551;0;Langnau im Emmental;BE;627226;202718
Obergerlafingen;4564;0;Obergerlafingen;SO;610965;223581
Obergesteln;3988;2;Obergoms;VS;667663;153261
Oberglatt ZH;8154;0;Oberglatt;ZH;681876;259410
Obergoldbach;3434;0;Landiswil;BE;617121;200826
Obergösgen;4653;0;Obergösgen;SO;638830;245984
Oberhallau;8216;0;Oberhallau;SH;677569;285511
Oberhasli;8156;0;Niederhasli;ZH;680251;257431
Oberhelfenschwil;9621;0;Oberhelfenschwil;SG;725947;245103
Oberhof;5062;0;Oberhof;AG;642969;254744
Oberhofen AG;5273;0;Mettauertal;AG;651806;267516
Oberhofen am Thunersee;3653;0;Oberhofen am Thunersee;BE;618068;175913
Oberhünigen;3504;2;Oberhünigen;BE;617414;191460
Oberiberg;8843;0;Oberiberg;SZ;700751;210043
Oberkirch LU;6208;0;Oberkirch;LU;650389;222629
Oberkulm;5727;0;Oberkulm;AG;651853;238689
Oberlunkhofen;8917;0;Oberlunkhofen;AG;672696;240697
Obermumpf;4324;0;Obermumpf;AG;637652;264281
Obermutten;7431;2;Mutten;GR;756887;170262
Obernau;6012;0;Kriens;LU;660720;208944
Oberneunforn;8526;0;Neunforn;TG;699540;274156
Oberramsern;4588;2;Messen;SO;601777;218038
Oberrickenbach;6387;0;Wolfenschiessen;NW;676321;192360
Oberried FR;1724;5;Le Mouret;FR;581214;175436
Oberried am Brienzersee;3854;0;Oberried am Brienzersee;BE;639700;178979
Oberrieden;8942;0;Oberrieden;ZH;686244;236626
Oberriet SG;9463;0;Oberriet (SG);SG;758717;243749
Oberrindal;9604;1;Oberuzwil;SG;727724;251830
Oberrohrdorf;5452;0;Oberrohrdorf;AG;666716;252941
Oberrüti;5647;0;Oberrüti;AG;672697;224227
Obersaxen Affeier;7133;0;Obersaxen;GR;728558;179496
Obersaxen Friggahüs;7136;0;Obersaxen;GR;722810;175720
Obersaxen Giraniga;7135;0;Obersaxen;GR;725400;177823
Obersaxen Meierhof;7134;0;Obersaxen;GR;726182;175105
Oberschan;9479;0;Wartau;SG;753303;218785
Oberschrot;1716;2;Oberschrot;FR;587350;176460
Oberstammheim;8477;0;Oberstammheim;ZH;702593;275857
Obersteckholz;4924;0;Obersteckholz;BE;629320;227857
Oberstetten;9249;2;Uzwil;SG;724668;256312
Oberstocken;3632;3;Oberstocken;BE;608505;172894
Oberterzen;8884;0;Quarten;SG;734626;213451
Oberthal;3531;0;Oberthal;BE;618529;196814
Oberurnen;8868;0;Glarus Nord;GL;721064;219475
Oberuzwil;9242;0;Oberuzwil;SG;726887;254491
Oberwald;3999;0;Obergoms;VS;673404;158389
Oberwangen TG;8374;2;Fischingen;TG;716455;254535
Oberwangen b. Bern;3173;0;Köniz;BE;593740;195651
Oberweningen;8165;2;Oberweningen;ZH;672865;261883
Oberwil (Dägerlen);8471;3;Dägerlen;ZH;695992;269737
Oberwil BL;4104;0;Oberwil (BL);BL;608037;263157
Oberwil b. Büren;3298;0;Oberwil bei Büren;BE;598091;220136
Oberwil b. Zug;6317;0;Zug;ZG;680500;220951
Oberwil im Simmental;3765;0;Oberwil im Simmental;BE;598787;168254
Oberwil-Lieli;8966;0;Oberwil-Lieli;AG;672012;243650
Oberägeri;6315;0;Oberägeri;ZG;689006;221325
Oberönz;3363;0;Herzogenbuchsee;BE;618968;224862
Oberösch;3424;2;Oberösch;BE;613221;217168
Obfelden;8912;0;Obfelden;ZH;674456;234854
Obstalden;8758;0;Glarus Nord;GL;730377;214882
Ochlenberg;3367;2;Ochlenberg;BE;622883;222397
Ocourt;2889;0;Clos du Doubs;JU;572021;244729
Odogno;6951;12;Capriasca;TI;718703;106143
Oekingen;4566;3;Oekingen;SO;612731;225519
Oensingen;4702;0;Oensingen;SO;621169;237746
Oerlingen;8461;0;Kleinandelfingen;ZH;693138;275462
Oeschenbach;4943;0;Oeschenbach;BE;623238;217741
Oeschgen;5072;0;Oeschgen;AG;643630;263954
Oeschseite;3776;0;Zweisimmen;BE;592011;152786
Oetwil am See;8618;0;Oetwil am See;ZH;696818;236756
Oetwil an der Limmat;8955;0;Oetwil an der Limmat;ZH;671995;253626
Oey;3753;0;Diemtigen;BE;612286;166592
Oftringen;4665;0;Oftringen;AG;638091;240369
Ogens;1045;0;Ogens;VD;545389;173275
Oggio;6955;1;Capriasca;TI;719715;103377
Oggio;6955;1;Capriasca;TI;719365;103174
Ohmstal;6143;0;Ohmstal;LU;639086;223334
Oleyres;1580;2;Avenches;VD;569522;189345
Olivone;6718;0;Blenio;TI;711298;154873
Ollon VD;1867;0;Ollon;VD;566899;125694
Ollon VS;3971;2;Chermignon;VS;603703;125128
Olsberg;4305;0;Olsberg;AG;626029;263637
Olten;4600;0;Olten;SO;635005;243927
Oltingen;4494;0;Oltingen;BL;637706;253503
Onex;1213;3;Onex;GE;496587;115689
Onnens FR;1756;0;La Brillaz;FR;569413;180131
Onnens VD;1425;0;Onnens (VD);VD;542714;188379
Opfershofen TG;8584;1;Bürglen (TG);TG;730545;269312
Opfertshofen SH;8236;2;Thayngen;SH;691672;292060
Opfikon;8152;1;Opfikon;ZH;686230;253984
Oppens;1047;0;Oppens;VD;543114;174159
Oppikon;9565;3;Bussnang;TG;722169;267733
Oppligen;3629;2;Oppligen;BE;611964;184896
Orbe;1350;0;Orbe;VD;531549;175000
Orges;1430;0;Orges;VD;534520;184954
Orient;1341;0;Le Chenit;VD;509842;160849
Origlio;6945;0;Origlio;TI;716604;101043
Ormalingen;4466;0;Ormalingen;BL;633225;258485
Ormône (Savièse);1965;5;Savièse;VS;592882;121185
Orny;1317;0;Orny;VD;530748;169330
Oron-la-Ville;1610;0;Oron;VD;552952;157766
Oron-le-Châtel;1608;0;Oron;VD;554125;158141
Orpund;2552;0;Orpund;BE;589584;221217
Orselina;6644;0;Orselina;TI;704864;115470
Orsières;1937;0;Orsières;VS;578807;97477
Orsonnens;1694;3;Villorsonnens;FR;566126;173671
Ortschwaben;3042;0;Meikirch;BE;597016;204567
Orvin;2534;0;Orvin;BE;582813;222815
Orzens;1413;0;Orzens;VD;542336;175634
Oschwand;3476;0;Ochlenberg;BE;621494;221778
Osco;6763;0;Osco;TI;702125;151273
Osogna;6703;0;Osogna;TI;721130;131483
Ospizio Bernina;7710;0;Poschiavo;GR;798837;141790
Ossingen;8475;0;Ossingen;ZH;696481;274194
Osterfingen;8218;0;Wilchingen;SH;679855;279053
Ostermundigen;3072;0;Ostermundigen;BE;604100;200269
Otelfingen;8112;0;Otelfingen;ZH;671351;257649
Othmarsingen;5504;0;Othmarsingen;AG;658674;250520
Ottenbach;8913;0;Ottenbach;ZH;673382;237140
Ottikon (Gossau ZH);8626;0;Gossau (ZH);ZH;701921;238478
Ottikon b. Kemptthal;8307;2;Illnau-Effretikon;ZH;697018;254959
Ottoberg;8561;0;Märstetten;TG;724211;272709
Oulens-sous-Echallens;1377;0;Oulens-sous-Echallens;VD;533651;166685
Oulens-sur-Lucens;1522;9;Lucens;VD;552275;173058
Ovronnaz;1911;0;Leytron;VS;576486;117294
Pagig;7028;1;St. Peter-Pagig;GR;767638;190128
Pailly;1416;0;Pailly;VD;541567;172270
Palagnedra;6657;0;Centovalli;TI;693435;110275
Palasuit (Liddes);1945;10;Liddes;VS;580593;91029
Palézieux;1607;0;Oron;VD;553913;154992
Palézieux-Village;1607;1;Oron;VD;553809;156006
Pambio-Noranco;6915;0;Lugano;TI;715381;93650
Pampigny;1142;0;Pampigny;VD;521662;159767
Panex;1867;3;Ollon;VD;568373;129606
Pany;7243;0;Luzein;GR;777501;202415
Paradiso;6900;9;Paradiso;TI;716994;94074
Parpan;7076;0;Churwalden;GR;762662;183134
Parsonz;7464;0;Riom-Parsonz;GR;760940;158233
Paspels;7417;0;Paspels;GR;754209;179744
Passugg-Araschgen;7062;0;Churwalden;GR;761065;187893
Paudex;1094;0;Paudex;VD;541260;151077
Payerne;1530;0;Payerne;VD;561299;186682
Pazzallo;6912;0;Lugano;TI;716952;93242
Peccia;6695;0;Lavizzara;TI;692525;140192
Pedrinate;6832;0;Chiasso;TI;722712;76154
Peiden;7110;0;Suraua;GR;734203;175433
Peist;7029;0;Peist;GR;771453;190133
Peney-le-Jorat;1059;0;Jorat-Menthue;VD;545656;164445
Penthalaz;1305;0;Penthalaz;VD;530517;162921
Penthaz;1303;0;Penthaz;VD;531183;161300
Penthéréaz;1375;0;Penthéréaz;VD;536245;170524
Perlen;6035;0;Root;LU;670283;218156
Perly;1258;0;Perly-Certoux;GE;495664;112759
Perrefitte;2742;0;Perrefitte;BE;591166;236380
Perroy;1166;0;Perroy;VD;517035;147180
Personico;6744;0;Personico;TI;712360;133409
Peseux;2034;0;Peseux;NE;558044;204948
Petit Vichères (Liddes);1945;12;Liddes;VS;578298;93024
Petit-Lancy;1213;0;Lancy;GE;497880;116593
Petit-Martel;2316;2;Les Ponts-de-Martel;NE;547573;207018
Peyres-Possens;1063;4;Peyres-Possens;VD;544179;168239
Pfaffhausen;8118;0;Fällanden;ZH;689667;246838
Pfaffnau;6264;0;Pfaffnau;LU;634973;231045
Pfeffikon LU;5735;0;Pfeffikon;LU;654786;233093
Pfeffingen;4148;0;Pfeffingen;BL;610736;256143
Pfungen;8422;0;Pfungen;ZH;690679;262804
Pfyn;8505;0;Pfyn;TG;714029;273180
Pfäfers;7312;0;Pfäfers;SG;758365;205781
Pfäffikon SZ;8808;0;Freienbach;SZ;701172;228825
Pfäffikon ZH;8330;0;Pfäffikon;ZH;702031;246751
Piandera;6959;5;Cimadera;TI;723227;104341
Piandera;6959;5;Valcolla;TI;724190;104815
Pianezzo;6582;0;Pianezzo;TI;724388;113315
Piazzogna;6579;0;Gambarogno;TI;708345;108449
Pierrafortscha;1723;4;Pierrafortscha;FR;580301;180675
Pieterlen;2542;0;Pieterlen;BE;591603;224980
Pignia;7443;0;Andeer;GR;755529;163338
Pigniu;7156;1;Pigniu;GR;728051;188471
Piotta;6776;0;Quinto;TI;697485;156137
Pitasch;7111;0;Pitasch;GR;737858;176211
Pizy;1174;2;Aubonne;VD;516120;149565
Plaffeien;1716;0;Plaffeien;FR;591537;171321
Plaffeien;1716;0;Plaffeien;FR;588345;175064
Plagne;2536;0;Plagne;BE;587799;226487
Plan-les-Ouates;1228;0;Plan-les-Ouates;GE;498011;113384
Planken;9498;0;Planken (LI);;760582;227855
Plasselb;1737;0;Cerniat (FR);FR;583753;171378
Platta;7185;0;Medel (Lucmagn);GR;708871;163849
Plaun da Lej;7517;0;Sils im Engadin/Segl;GR;774568;144650
Pleigne;2807;0;Pleigne;JU;587258;251632
Pleujouse;2953;3;La Baroche;JU;583535;251243
Plons;8889;0;Mels;SG;747755;214094
Pohlern;3638;1;Pohlern;BE;606501;174076
Poliez-Pittet;1041;32;Poliez-Pittet;VD;542571;163994
Poliez-le-Grand;1041;31;Montilliez;VD;540823;165490
Pollegio;6742;0;Pollegio;TI;716027;136782
Pompaples;1318;0;Pompaples;VD;529879;170086
Pomy;1405;0;Pomy;VD;541208;178887
Pont (Veveyse);1699;2;Le Flon;FR;555246;160285
Pont-de-la-Morge (Sion);1962;0;Sion;VS;590485;120065
Pont-la-Ville;1649;0;Pont-la-Ville;FR;574948;172293
Ponte Brolla;6652;0;Locarno;TI;701637;115729
Ponte Capriasca;6946;0;Ponte Capriasca;TI;716425;102346
Ponte Capriasca;6946;0;Ponte Capriasca;TI;725768;109370
Ponte Cremenaga;6996;0;Monteggio;TI;705534;94375
Ponte Tresa;6988;0;Ponte Tresa;TI;710077;92086
Pontenet;2733;0;Pontenet;BE;586341;232844
Ponthaux;1772;2;Ponthaux;FR;569567;185129
Pontirone;6713;0;Biasca;TI;723821;136827
Ponto Valentino;6724;0;Acquarossa;TI;711663;149485
Pontresina;7504;0;Pontresina;GR;792328;145663
Porrentruy;2900;0;Porrentruy;JU;572077;252269
Porsel;1699;0;Le Flon;FR;556686;161398
Port;2562;0;Port;BE;586304;218092
Portalban;1568;0;Delley-Portalban;FR;563034;195573
Portein;7423;2;Cazis;GR;749073;175243
Porto Ronco;6613;0;Ronco sopra Ascona;TI;699552;110844
Porza;6948;0;Porza;TI;717309;98311
Posat;1726;4;Farvagny;FR;571077;176846
Poschiavo;7742;0;Poschiavo;GR;799107;135640
Posieux;1725;0;Hauterive (FR);FR;574911;180108
Praden;7063;0;Tschiertschen-Praden;GR;763696;187749
Pragg-Jenaz;7231;0;Jenaz;GR;772007;201219
Prahins;1408;0;Donneloye;VD;546080;176292
Prangins;1197;0;Prangins;VD;509064;139612
Praratoud;1528;2;Surpierre;FR;554533;176159
Prarreyer (Versegères);1947;2;Bagnes;VS;583528;102041
Prato (Leventina);6773;0;Prato (Leventina);TI;700533;147730
Prato-Sornico;6694;0;Lavizzara;TI;696067;139402
Pratteln;4133;0;Pratteln;BL;619240;262991
Pratval;7415;2;Pratval;GR;753387;177610
Pravidondaz (Salins);1991;3;Salins;VS;593375;117833
Praz (Vully);1788;0;Bas-Vully;FR;573946;200647
Praz-de-Fort;1943;0;Orsières;VS;572968;92410
Preda;7482;1;Bergün/Bravuogn;GR;778390;162225
Pregassona;6963;0;Lugano;TI;719231;97945
Premier;1324;0;Premier;VD;524001;173913
Preonzo;6523;0;Preonzo;TI;718591;123206
Presinge;1243;0;Presinge;GE;509260;118985
Prez-vers-Noréaz;1746;0;Prez-vers-Noréaz;FR;567310;181550
Prez-vers-Siviriez;1677;0;Siviriez;FR;556771;165026
Prilly;1008;0;Prilly;VD;536055;154580
Pringy;1663;2;Gruyères;FR;571177;158668
Produit (Leytron);1912;2;Leytron;VS;581124;114952
Progens;1624;3;La Verrerie;FR;559315;159118
Progens;1624;3;Semsales;FR;562829;160573
Promasens;1673;0;Rue;FR;552776;161437
Promontogno;7606;0;Bregaglia;GR;764887;131556
Prosito;6526;0;Lodrino;TI;719306;126756
Provence;1428;1;Provence;VD;543910;193794
Prugiasco;6723;0;Acquarossa;TI;714670;148142
Prugiasco;6723;0;Acquarossa;TI;712295;147047
Präz;7424;0;Cazis;GR;749567;179262
Préverenges;1028;0;Préverenges;VD;530136;151993
Prévondavaux;1410;4;Prévondavaux;FR;551441;175802
Prévonloup;1682;0;Prévonloup;VD;557489;171959
Prêles;2515;0;Prêles;BE;575778;216274
Pugerna;6823;0;Lugano;TI;720744;93960
Puidoux;1070;1;Puidoux;VD;550055;151429
Pully;1009;0;Pully;VD;539990;151529
Puplinge;1241;0;Puplinge;GE;506687;118348
Pura;6984;0;Pura;TI;710477;93288
Purasca;6989;0;Croglio;TI;709269;93303
Pusserein;7228;1;Schiers;GR;772967;206933
Putz;7224;0;Luzein;GR;775475;199910
Péry;2603;0;Péry;BE;586105;226983
Quarten;8883;0;Quarten;SG;736515;218648
Quartino;6572;0;Gambarogno;TI;712601;112292
Quinten;8878;0;Quarten;SG;735169;221955
Quinto;6777;0;Quinto;TI;698745;152154
Rabius;7172;0;Sumvitg;GR;714768;180097
Radelfingen b. Aarberg;3271;0;Radelfingen;BE;587304;207523
Rafz;8197;0;Rafz;ZH;683174;273649
Rain;6026;0;Rain;LU;662573;220506
Ramersberg;6060;2;Sarnen;OW;658539;196047
Ramiswil;4719;0;Mümliswil-Ramiswil;SO;615533;243866
Ramlinsburg;4433;0;Ramlinsburg;BL;624805;255461
Ramosch;7556;0;Ramosch;GR;813756;198279
Ramosch;7556;0;Ramosch;GR;826047;190483
Ramsei;3435;0;Lützelflüh;BE;620592;205468
Ramsen;8262;0;Ramsen;SH;703624;284908
Rancate;6862;0;Mendrisio;TI;718940;81526
Rances;1439;0;Rances;VD;529436;179736
Randa;3928;0;Randa;VS;626830;104915
Randogne;3975;0;Randogne;VS;604776;128412
Ranflüh;3439;0;Lützelflüh;BE;623387;204288
Ranzo;6577;0;Gambarogno;TI;704647;107106
Raperswilen;8558;0;Raperswilen;TG;720855;277646
Rapperswil BE;3255;0;Rapperswil (BE);BE;598079;212830
Rapperswil SG;8640;0;Rapperswil-Jona;SG;705830;232406
Rapperswil SG;8640;0;Rapperswil-Jona;SG;704400;231381
Raron;3942;0;Raron;VS;629758;134038
Rasa;6655;3;Centovalli;TI;694034;112561
Ravoire;1928;0;Martigny-Combe;VS;569218;105354
Realp;6491;0;Realp;UR;679251;158925
Realta;7408;1;Cazis;GR;751419;180152
Rebeuvelier;2832;0;Rebeuvelier;JU;598360;241115
Rebstein;9445;0;Rebstein;SG;762256;252240
Rebévelier;2717;2;Rebévelier;BE;580996;237645
Recherswil;4565;0;Recherswil;SO;612499;223336
Rechthalten;1718;0;Rechthalten;FR;585189;179379
Reckingen VS;3998;0;Reckingen-Gluringen;VS;663475;145825
Reconvilier;2732;0;Reconvilier;BE;583292;231108
Regensberg;8158;0;Regensberg;ZH;674387;258762
Regensdorf;8105;0;Regensdorf;ZH;677494;253967
Rehetobel;9038;0;Rehetobel;AR;754423;254948
Reichenbach im Kandertal;3713;0;Reichenbach im Kandertal;BE;618671;162344
Reichenburg;8864;0;Reichenburg;SZ;716544;224672
Reiden;6260;0;Reiden;LU;640747;232775
Reidermoos;6260;2;Reiden;LU;642139;233364
Reigoldswil;4418;0;Reigoldswil;BL;618801;249925
Reinach AG;5734;0;Reinach (AG);AG;655715;234991
Reinach BL;4153;0;Reinach (BL);BL;611177;260094
Reisiswil;4919;0;Reisiswil;BE;630576;223427
Reitnau;5057;0;Reitnau;AG;645306;233626
Rekingen AG;5332;0;Rekingen (AG);AG;666429;268951
Remaufens;1617;0;Remaufens;FR;557258;153594
Remetschwil;5453;0;Remetschwil;AG;667660;251101
Remigen;5236;0;Remigen;AG;655801;263167
Renan BE;2616;0;Renan (BE);BE;559487;217508
Renens VD;1020;0;Renens (VD);VD;534859;154259
Rengg;6162;2;Entlebuch;LU;651002;206096
Rennaz;1847;0;Rennaz;VD;559920;136187
Retschwil;6285;2;Hitzkirch;LU;661241;227623
Reute AR;9411;0;Berneck;SG;762652;254383
Reute AR;9411;0;Reute (AR);AR;760399;252382
Reutigen;3647;0;Reutigen;BE;612725;171400
Reutlingen (Winterthur);8404;2;Winterthur;ZH;698793;264938
Reverolle;1128;0;Reverolle;VD;523443;155096
Rheinau;8462;0;Rheinau;ZH;688648;275885
Rheineck;9424;0;Rheineck;SG;762016;259543
Rheinfelden;4310;0;Rheinfelden;AG;627027;266755
Rheinklingen;8259;3;Wagenhausen;TG;703280;280857
Rheinsulz;5084;0;Laufenburg;AG;648724;267151
Rhäzüns;7403;0;Rhäzüns;GR;749369;183502
Riaz;1632;0;Riaz;FR;569625;165715
Riazzino;6595;0;Locarno;TI;712546;114134
Richenthal;6263;0;Reiden;LU;637384;229036
Richigen;3078;0;Worb;BE;611064;196248
Richterswil;8805;0;Richterswil;ZH;696289;229995
Ricken SG;8726;0;Ernetschwil;SG;721574;235880
Rickenbach BL;4462;0;Rickenbach (BL);BL;631115;259593
Rickenbach LU;6221;0;Rickenbach (LU);LU;653885;229629
Rickenbach SO;4613;0;Rickenbach (SO);SO;631595;243377
Rickenbach Sulz;8545;1;Rickenbach (ZH);ZH;701533;266467
Rickenbach ZH;8545;0;Rickenbach (ZH);ZH;702134;267926
Rickenbach b. Schwyz;6432;0;Schwyz;SZ;695718;207279
Rickenbach b. Wil;9532;0;Jonschwil;SG;722470;255053
Rickenbach b. Wil;9532;0;Rickenbach (TG);TG;721291;256518
Ricketwil (Winterthur);8352;2;Winterthur;ZH;702408;260457
Riddes;1908;0;Riddes;VS;582747;112877
Ried (Frutigen);3724;0;Frutigen;BE;611767;156701
Ried (Muotathal);6436;3;Muotathal;SZ;696953;203725
Ried bei Kerzers;3216;0;Ried bei Kerzers;FR;579917;201350
Ried-Brig;3911;0;Ried-Brig;VS;645083;128754
Ried-Mörel;3986;0;Riederalp;VS;645386;133743
Rieden AG;5415;2;Obersiggenthal;AG;665160;259619
Rieden SG;8739;0;Rieden;SG;723736;231943
Riederalp;3987;0;Riederalp;VS;645515;136819
Riedern;8750;2;Glarus;GL;715986;206747
Riedern;8750;2;Glarus;GL;721765;212191
Riedholz;4533;0;Riedholz;SO;609962;231035
Riedikon;8616;0;Uster;ZH;695876;242848
Riedstätt;3159;0;Guggisberg;BE;590859;181424
Riedt b. Erlen;8586;5;Erlen;TG;733844;267359
Riedtwil;3475;0;Seeberg;BE;620920;220179
Riehen;4125;0;Riehen;BS;616131;269995
Riein;7128;0;Riein;GR;738992;178401
Riemenstalden;6452;2;Sisikon;UR;694975;199332
Riet (Neftenbach);8412;1;Neftenbach;ZH;694134;265912
Rietheim;5323;0;Rietheim;AG;662657;272332
Riex;1097;0;Bourg-en-Lavaux;VD;546507;150233
Riffenmatt;3156;0;Guggisberg;BE;592964;178694
Rifferswil;8911;0;Rifferswil;ZH;679965;233269
Riggisberg;3132;0;Riggisberg;BE;602120;183954
Rigi Kaltbad;6356;0;Arth;SZ;680111;209969
Rigi Klösterli;6410;2;Arth;SZ;680762;210545
Rigi Kulm;6410;4;Arth;SZ;679822;212348
Rigi Scheidegg;6410;5;Gersau;SZ;682412;208820
Rigi Staffel;6410;3;Arth;SZ;678864;211514
Riken AG;4853;2;Murgenthal;AG;631951;235975
Rikon im Tösstal;8486;0;Zell (ZH);ZH;703019;256357
Ringgenberg BE;3852;0;Ringgenberg (BE);BE;635048;173242
Ringoldswil;3656;2;Sigriswil;BE;619636;176342
Riniken;5223;0;Riniken;AG;656341;260703
Riom;7463;0;Riom-Parsonz;GR;764956;166936
Riom;7463;0;Riom-Parsonz;GR;764284;163710
Riom;7463;0;Riom-Parsonz;GR;764372;166394
Risch;6343;3;Risch;ZG;677434;219791
Ritzingen;3989;2;Grafschaft;VS;660986;144935
Riva San Vitale;6826;0;Riva San Vitale;TI;718254;85576
Rivaz;1071;1;Puidoux;VD;548658;147683
Rive Haute (Liddes);1945;6;Liddes;VS;579255;94995
Riveo;6674;2;Maggia;TI;691855;127919
Rivera;6802;0;Monteceneri;TI;713327;109472
Rizenbach;3206;0;Ferenbalm;BE;583968;199763
Robasacco;6599;0;Cadenazzo;TI;716653;110835
Roche VD;1852;0;Roche (VD);VD;560484;134345
Roche-d'Or;2912;3;Haute-Ajoie;JU;563531;246205
